State,AccountLength,AreaCode,Phone,IntlPlan,VMailPlan,VMailMessage,DayMins,DayCalls,DayCharge,EveMins,EveCalls,EveCharge,NightMins,NightCalls,NightCharge,IntlMins,IntlCalls,IntlCharge,CustServCalls,Churn
ME,99,415,-7858,no,no,0,0.7826939922878079,102,37.81,-0.29937832556777166,89,15.79,237.7,81,10.7,0.6314728092214528,1.430627293136178,3.24,0.3323544534588762,False
AR,95,415,-2654,no,no,0,-2.026747761800191,79,11.8,-0.2007711247047224,109,16.22,219.9,102,9.9,-0.4790727996564897,0.2115338634388332,2.4,-1.1882184955849595,False
ME,118,408,-8339,yes,yes,21,-0.4273858220546701,122,26.61,0.1621033744712984,125,17.78,158.7,81,7.14,0.30905634212785643,-0.6011950896927301,3.0,1.852927402502712,True
WV,113,415,-7345,no,no,0,-2.177319149927783,111,10.4,-2.1433329817067928,88,7.85,197.4,114,8.88,1.2404816915093566,-0.6011950896927301,3.7,2.61321387702463,True
PA,128,408,-5685,yes,no,0,1.2013559007401369,112,41.68,-1.9618957321187822,101,8.63,152.3,116,6.85,0.16576013453070243,0.2115338634388332,2.89,-1.1882184955849595,False
HI,117,408,-8411,no,no,0,-1.4226259728492423,100,17.39,-1.2972831983018305,104,11.49,199.7,93,8.99,1.956962729495126,2.243356246267741,4.24,1.092640927980794,False
MT,48,415,-8032,no,yes,36,0.9387740897371412,92,39.25,-0.6583085367092713,121,14.25,270.0,87,12.15,-0.94478547434724,-0.19483061312694844,2.05,1.092640927980794,False
DC,81,510,-7476,yes,no,0,0.8745058143168275,105,38.66,0.2074626868683013,120,17.98,258.2,113,11.62,0.5956487573221645,-0.6011950896927301,3.21,-1.1882184955849595,False
AR,57,510,-3114,no,no,0,0.2391680058760122,68,32.78,-0.8476343623663257,86,13.43,235.5,105,10.6,0.8822411725164718,0.6178983400046149,3.43,-0.4279320210630416,False
MS,140,408,-4890,no,no,0,-0.31537539917926627,98,27.64,0.10293905395346886,109,17.53,141.6,66,6.37,-0.7298411629515094,-1.0075595662585117,2.21,-0.4279320210630416,False
OH,107,510,-2684,no,yes,38,0.7276068990703962,92,37.3,-0.4039019584826041,73,15.34,104.1,91,4.68,0.2732322902285681,-1.4139240428242934,2.97,0.3323544534588762,False
MO,56,415,-5588,no,no,0,-0.7817794550866858,111,23.32,-0.6918349850027078,119,14.1,182.3,72,8.2,1.4554260029050878,-0.19483061312694844,3.86,-0.4279320210630416,False
TX,159,415,-1154,no,no,0,-1.6907164931739793,103,14.91,1.522882746381378,97,23.65,170.6,93,7.68,0.09411203073212573,2.243356246267741,2.84,-0.4279320210630416,False
MD,102,415,-7013,no,no,0,1.676941138850459,80,46.09,-0.5715341999497878,133,14.62,169.2,105,7.61,0.02246392693354905,0.2115338634388332,2.78,-0.4279320210630416,False
CT,107,408,-2395,no,no,0,-1.4024273720028577,94,17.58,-0.23035328496363716,125,16.09,227.2,125,10.22,1.4912500548043763,-0.6011950896927301,3.89,-0.4279320210630416,False
SC,106,408,-4584,no,no,0,-2.342580429580018,106,8.87,0.3770670723527459,113,18.71,112.3,95,5.05,0.4165284978257221,-1.0075595662585117,3.08,0.3323544534588762,False
MI,225,415,-2129,no,no,0,-0.2639607788430151,106,28.12,1.4341362656046337,109,23.26,210.0,93,9.45,-0.550720903455067,-0.6011950896927301,2.35,-1.1882184955849595,True
SD,75,408,-3346,no,no,0,-0.5926471017069053,110,25.08,-0.18302182854937396,97,16.29,135.0,68,6.08,2.2077310927901452,-0.6011950896927301,4.43,0.3323544534588762,False
CO,86,415,-727,no,no,0,0.6982271160211101,93,37.03,0.2705712954206526,95,18.25,228.7,70,10.29,0.38070444592643377,1.0242628165703964,3.05,-1.1882184955849595,False
ID,169,415,-8840,no,no,0,1.0269134388849996,79,40.07,-1.2637567500083935,85,11.64,220.9,97,9.94,1.0971854839122033,2.243356246267741,3.59,-0.4279320210630416,False
AZ,122,510,-6877,no,yes,22,0.4540076694239178,92,34.77,-1.2105088615423472,121,11.87,205.0,103,9.23,-0.5865449553543554,0.2115338634388332,2.32,0.3323544534588762,False
FL,106,408,-6270,no,no,0,-0.025250041567564246,143,30.33,0.907573812995951,123,21.0,259.9,105,11.7,-0.22830443636147063,-1.0075595662585117,2.59,-1.1882184955849595,False
MN,52,415,-3895,no,yes,32,-0.9121522423678935,68,22.12,0.9115181010304727,77,21.01,289.4,87,13.02,1.1688335877107798,0.2115338634388332,3.65,0.3323544534588762,False
DE,79,415,-7733,no,yes,34,-1.3969186626811165,100,17.63,0.6965544031490258,78,20.09,256.6,102,11.55,1.6345462624015303,-0.19483061312694844,4.0,0.3323544534588762,False
MI,135,415,-2131,no,no,0,1.1040353693893765,91,40.78,-0.47095485506947765,104,15.05,217.2,118,9.77,-1.5537943566351438,-0.6011950896927301,1.59,0.3323544534588762,False
MS,70,408,-4001,no,no,0,-0.5761209737416817,110,25.23,1.3039747604654095,90,22.7,151.5,101,6.82,-0.4790727996564897,-0.19483061312694844,2.4,-1.1882184955849595,False
MA,80,408,-7889,no,no,0,-0.5724485008605211,106,25.26,0.1936576787474746,65,17.92,203.7,86,9.17,-0.08500822876431662,-1.0075595662585117,2.7,0.3323544534588762,False
CA,37,415,-898,no,no,0,0.20795198638614523,69,32.49,-1.4156118393374897,113,10.98,207.5,117,9.34,0.9538892763150492,-1.4139240428242934,3.48,-1.1882184955849595,False
MN,161,415,-7692,no,yes,39,0.7110807711051725,76,37.15,-1.7410156021855518,94,9.58,205.1,121,9.23,-1.0522576300451054,-0.19483061312694844,1.97,-0.4279320210630416,False
CT,123,415,-4825,no,no,0,-0.937859552536019,126,21.88,-1.6443805453397637,94,10.0,198.4,132,8.93,0.2015841864299914,0.2115338634388332,2.92,-1.1882184955849595,False
WV,80,415,-1737,no,yes,38,1.0434395668502232,69,40.22,-0.06863747554823661,68,16.79,209.5,102,9.43,-0.26412848826075896,2.243356246267741,2.57,0.3323544534588762,False
NE,105,415,-7103,no,yes,27,-0.7083299974634701,96,24.0,-0.6563363926920104,94,14.25,274.4,101,12.35,0.4165284978257221,-1.0075595662585117,3.08,-0.4279320210630416,False
NC,73,415,-5372,no,yes,31,0.26854778892529835,104,33.05,-0.49264843925934837,84,14.96,230.1,110,10.35,0.45235254972501043,-0.6011950896927301,3.11,-1.1882184955849595,False
NE,112,415,-3894,no,no,0,-0.22356357715024672,100,28.49,-0.9166594029704602,90,13.13,281.4,107,12.66,2.530147559883742,-0.6011950896927301,4.67,0.3323544534588762,False
IL,179,408,-4717,no,no,0,1.004878601598035,134,39.87,-0.7253614332961449,94,13.96,191.4,72,8.61,-1.4821462528365672,-0.19483061312694844,1.65,-0.4279320210630416,False
MA,57,510,-4189,no,no,0,-0.46961926018801925,78,26.21,-0.08441462768632471,85,16.72,253.5,97,11.41,-0.049184176865028274,1.8369917697019598,2.73,-0.4279320210630416,False
AZ,127,415,-5555,no,yes,14,-0.6716052686518623,99,24.34,-0.6129492243122684,91,14.44,221.6,77,9.97,0.4881766016242988,-1.4139240428242934,3.13,-0.4279320210630416,False
SD,122,415,-7331,yes,yes,40,0.6725198058529844,80,36.79,0.9608217014619973,90,21.22,185.9,99,8.37,0.8822411725164718,-0.19483061312694844,3.43,-0.4279320210630416,False
MT,33,510,-7275,no,yes,35,-0.3282290542633288,85,27.52,-0.9817401555400729,82,12.85,191.0,131,8.59,-0.6223690072536437,-1.0075595662585117,2.3,-0.4279320210630416,False
VT,94,408,-7429,no,no,0,-1.121483196594058,90,20.18,0.08124546976359814,57,17.43,172.2,100,7.75,0.058287978832837394,0.6178983400046149,2.81,1.092640927980794,False
UT,100,408,-1165,no,no,0,-0.012396386483501715,123,30.45,-0.0863867717035856,132,16.71,186.7,116,8.4,-0.013360124965739932,2.243356246267741,2.75,-0.4279320210630416,False
HI,106,415,-8156,no,no,0,-0.5853021559445836,97,25.14,0.16407551848855984,99,17.79,162.1,80,7.29,-0.514896851555778,0.2115338634388332,2.38,0.3323544534588762,False
DC,148,415,-598,no,yes,38,0.540310782131196,110,35.56,-1.6641019855123735,73,9.91,109.6,105,4.93,2.243555144689434,-0.19483061312694844,4.46,0.3323544534588762,False
WI,120,415,-2491,no,yes,29,1.1848297727749137,140,41.53,2.392598257993473,89,27.4,166.8,83,7.51,0.1299360826314141,0.6178983400046149,2.86,-1.1882184955849595,False
UT,91,415,-9469,no,yes,34,-0.08217337122555628,96,29.8,1.2093118476368818,122,22.3,143.9,76,6.48,-1.6612665123330095,2.649720722833523,1.51,-0.4279320210630416,False
WA,86,510,-6111,no,no,0,-0.5375600084894935,92,25.59,-1.5911326568737172,95,10.23,271.2,96,12.2,-0.44324874775720136,-1.0075595662585117,2.43,-0.4279320210630416,False
SD,78,415,-5664,no,yes,25,0.32363488214271013,73,33.56,1.8680079494020505,113,25.13,211.7,73,9.53,1.0613614320129143,-1.0075595662585117,3.56,-1.1882184955849595,False
MT,94,510,-5463,no,no,0,-0.29884927121404264,136,27.8,-1.129650956834647,111,12.21,253.4,82,11.4,0.8464171206171835,0.2115338634388332,3.4,-0.4279320210630416,False
NJ,85,415,-1907,no,no,0,1.0489482761719646,93,40.27,-0.06469318751371486,113,16.8,309.1,78,13.91,0.4165284978257221,1.0242628165703964,3.08,0.3323544534588762,True
CT,89,415,-8705,no,no,0,-1.7898732609653205,77,13.99,-0.6661971127783153,80,14.21,194.7,70,8.76,-1.0880816819443937,-0.19483061312694844,1.94,-0.4279320210630416,False
VA,128,415,-8387,no,no,0,0.6651748600906628,111,36.72,-0.9324365551085483,115,13.06,227.0,74,10.22,0.8822411725164718,-0.19483061312694844,3.43,-0.4279320210630416,False
NC,115,415,-2105,yes,no,0,0.004129741481721911,119,30.6,-0.04299960332384358,126,16.9,217.1,70,9.77,0.7747690168186069,-0.6011950896927301,3.35,-0.4279320210630416,False
AK,76,415,-1527,no,no,0,-0.6624240864489603,55,24.43,-0.549840615759917,108,14.71,239.1,95,10.76,-1.5896184085344325,0.6178983400046149,1.57,-0.4279320210630416,False
MD,75,415,-9398,no,yes,39,0.3383247736673529,107,33.69,1.5662699147611194,132,23.83,129.6,73,5.83,0.38070444592643377,1.0242628165703964,3.05,-0.4279320210630416,False
IL,90,415,-6921,no,yes,29,0.10695898215422373,106,31.55,0.36917849628370186,113,18.67,152.1,120,6.84,0.30905634212785643,0.2115338634388332,3.0,0.3323544534588762,False
CT,30,408,-4782,no,no,0,-0.7744345093243641,108,23.39,-0.7687486016758863,80,13.77,187.7,126,8.45,-1.5896184085344325,2.243356246267741,1.57,1.092640927980794,False
KS,105,415,-703,yes,no,0,1.728355759186709,119,46.56,1.5307713224504227,103,23.68,255.3,90,11.49,0.23740823832927976,1.0242628165703964,2.94,-0.4279320210630416,True
MA,102,415,-1342,no,yes,31,-1.0002915915157522,92,21.3,-1.1789545572661715,108,12.0,168.2,68,7.57,-1.4104981490379902,-1.0075595662585117,1.7,1.092640927980794,False
NJ,83,415,-5635,no,no,0,-0.017905095805242577,102,30.4,-0.6523921046574881,84,14.27,178.9,65,8.05,-0.5865449553543554,-0.19483061312694844,2.32,1.092640927980794,False
AR,63,510,-4838,no,yes,49,0.6449762592442786,86,36.53,-0.054832467427409944,89,16.85,170.8,139,7.69,-0.7298411629515094,0.2115338634388332,2.21,-1.1882184955849595,False
MS,155,408,-2808,no,no,0,-0.3080304534169446,93,27.71,0.05757974155646654,102,17.33,159.0,109,7.15,1.7420184180993954,-0.19483061312694844,4.08,0.3323544534588762,False
ND,82,415,-9621,no,yes,29,-0.2933405618923013,77,27.85,-1.303199630353613,112,11.47,79.3,95,3.57,-0.514896851555778,-1.0075595662585117,2.38,0.3323544534588762,False
IN,87,510,-2192,no,no,0,0.17857220333685908,113,32.22,0.0773011817290764,100,17.42,221.7,93,9.98,1.1330095358114916,-0.6011950896927301,3.62,-0.4279320210630416,False
MI,115,415,-4099,no,yes,26,-0.45125689578221534,110,26.38,0.5900586262169325,133,19.63,261.6,100,11.77,-2.0553310832251825,-0.19483061312694844,1.22,-1.1882184955849595,False
AR,99,510,-2217,yes,no,0,1.1481050439633058,102,41.19,2.956631446930114,102,29.83,163.1,93,7.34,0.38070444592643377,-0.6011950896927301,3.05,-1.1882184955849595,True
VT,121,415,-2943,yes,yes,44,1.3647809439517917,127,43.2,-0.40981839053438723,108,15.32,196.2,129,8.83,-0.550720903455067,-0.19483061312694844,2.35,1.092640927980794,False
WV,54,510,-2097,no,yes,33,-1.2445110381129443,90,19.04,0.13843764626416682,112,17.68,150.3,83,6.76,0.38070444592643377,-0.19483061312694844,3.05,0.3323544534588762,False
ME,105,408,-1626,no,no,0,-1.1802427626926304,73,19.64,1.3079190484999312,83,22.72,114.2,90,5.14,1.0971854839122033,0.2115338634388332,3.59,1.092640927980794,False
IA,73,415,-4053,no,no,0,-0.7836156915272661,102,23.31,0.1936576787474746,114,17.92,191.4,120,8.61,0.30905634212785643,-0.19483061312694844,3.0,-0.4279320210630416,False
CT,95,415,-5549,no,no,0,0.34199724654851404,113,33.73,0.6886658270799818,144,20.05,325.6,99,14.65,-0.049184176865028274,-0.6011950896927301,2.73,-1.1882184955849595,False
NM,21,415,-8848,no,yes,19,-0.8644100949128034,94,22.56,0.07138474967729322,101,17.39,154.7,78,6.96,0.9538892763150492,1.0242628165703964,3.48,1.092640927980794,False
OR,163,408,-3099,no,yes,25,0.7312793719515568,99,37.33,0.18576910267843058,99,17.88,242.7,88,10.92,1.2763057434086456,1.430627293136178,3.73,0.3323544534588762,False
VT,57,415,-9139,no,no,0,-0.1868388483386389,96,28.83,0.6650000988728496,112,19.95,285.4,83,12.84,0.34488039402714477,-0.19483061312694844,3.02,-1.1882184955849595,False
RI,104,408,-3584,yes,no,0,-0.35577260087203466,73,27.27,1.8325093570913524,103,24.98,306.6,90,13.8,0.8464171206171835,0.2115338634388332,3.4,1.852927402502712,False
RI,83,415,-5510,no,yes,20,-1.5566712330116108,89,16.15,-0.6523921046574881,92,14.27,200.6,79,9.03,0.34488039402714477,-1.0075595662585117,3.02,-1.1882184955849595,False
NM,141,415,-9049,no,no,0,-0.3612813101937761,87,27.22,1.0988717826702663,120,21.82,270.0,107,12.15,-1.1597297857429707,-1.4139240428242934,1.89,0.3323544534588762,False
AL,95,415,-3175,no,no,0,0.2722202618064589,114,33.08,0.6275293625448913,106,19.79,173.4,92,7.8,-2.306099446520202,-1.0075595662585117,1.03,1.092640927980794,False
MT,184,415,-4393,no,no,0,1.0397670939690626,73,40.19,1.7023478519521282,120,24.42,192.0,94,8.64,1.2763057434086456,-0.19483061312694844,3.73,-0.4279320210630416,True
CT,74,408,-3005,no,no,0,-0.4163684034111878,95,26.71,0.23901699114447694,36,18.11,280.4,77,12.62,-0.94478547434724,-0.6011950896927301,2.05,0.3323544534588762,False
TN,67,415,-9303,no,no,0,0.0004572686005613367,125,30.57,-0.5478684717426562,86,14.72,272.8,97,12.28,0.23740823832927976,-0.19483061312694844,2.94,-1.1882184955849595,False
ID,104,415,-1343,yes,no,0,-0.5797934466228427,108,25.19,-0.7726928897104081,113,13.75,259.3,103,11.67,0.2732322902285681,-0.19483061312694844,2.97,-1.1882184955849595,False
TX,71,415,-6831,no,yes,39,0.06288930758029422,103,31.14,0.16604766250582073,111,17.8,172.4,109,7.76,0.5956487573221645,0.6178983400046149,3.21,-0.4279320210630416,False
NH,149,415,-7338,no,no,0,-1.112302014391156,88,20.26,-0.6445035285884441,110,14.31,204.7,119,9.21,0.7031209130200295,0.6178983400046149,3.29,1.852927402502712,True
ND,154,408,-3870,no,yes,35,0.8120737753370941,102,38.08,-0.1771053964975908,99,16.32,163.1,100,7.34,-0.22830443636147063,-1.0075595662585117,2.59,-1.1882184955849595,False
SC,138,510,-9163,no,yes,21,-2.943029745649806,149,3.32,-1.184870989317954,109,11.98,179.7,111,8.09,-0.8373133186493744,-1.4139240428242934,2.13,-1.1882184955849595,False
KS,117,415,-1121,no,no,0,0.0922690906295809,83,31.42,0.9391281172721266,101,21.13,133.1,113,5.99,-0.22830443636147063,1.430627293136178,2.59,-0.4279320210630416,False
ME,130,408,-5644,no,no,0,-0.06381100681975237,140,29.97,0.00038756505589786433,104,17.09,161.9,123,7.29,0.38070444592643377,0.2115338634388332,3.05,-0.4279320210630416,False
RI,73,415,-5882,no,no,0,1.1370876253198232,115,41.09,-0.6405592405539223,133,14.32,169.8,122,7.64,0.30905634212785643,-1.0075595662585117,3.0,0.3323544534588762,False
WI,100,510,-3387,no,yes,38,0.8249274304211567,121,38.2,1.834481501108614,131,24.99,290.0,61,13.05,-0.15665633256289332,0.6178983400046149,2.65,-1.1882184955849595,False
NC,149,510,-1356,no,no,0,0.505422289760169,115,35.24,-0.05088817939288764,82,16.86,114.1,83,5.13,-0.5865449553543554,-0.19483061312694844,2.32,-0.4279320210630416,False
OH,29,408,-6264,no,no,0,0.31261746349922787,81,33.46,-0.6504199606402272,110,14.28,132.6,98,5.97,0.8822411725164718,1.0242628165703964,3.43,0.3323544534588762,False
WY,131,510,-9371,no,no,0,-1.2647096389593284,74,18.85,-1.6838234256849836,90,9.83,190.5,114,8.57,1.9927867813944151,1.8369917697019598,4.27,-0.4279320210630416,False
NJ,153,510,-2034,no,no,0,-1.051706211852003,145,20.83,1.4262476895355902,103,23.23,197.8,71,8.9,-0.801489266750086,-0.6011950896927301,2.16,0.3323544534588762,False
ND,84,510,-4643,no,no,0,0.8653246321139255,144,38.57,0.012220429159463662,122,17.14,130.2,121,5.86,1.0613614320129143,0.2115338634388332,3.56,0.3323544534588762,False
WI,133,510,-2781,no,no,0,0.1326662923223493,65,31.79,-1.175010269231649,128,12.02,238.2,108,10.72,-0.08500822876431662,1.430627293136178,2.7,0.3323544534588762,False
KY,112,415,-7775,no,no,0,-0.17031272037341527,113,28.99,-0.15343966829045919,129,16.42,188.0,91,8.46,0.34488039402714477,0.6178983400046149,3.02,-1.1882184955849595,False
NY,87,415,-5027,no,no,0,0.45951637874565915,101,34.82,-0.7884700418484961,80,13.69,285.7,89,12.86,-0.26412848826075896,-0.6011950896927301,2.57,-1.1882184955849595,False
MO,72,415,-2179,no,no,0,-0.2547795966401132,114,28.2,0.6886658270799818,97,20.05,210.1,120,9.45,0.6314728092214528,0.2115338634388332,3.24,0.3323544534588762,False
AZ,66,510,-8281,no,no,0,-0.4732917330691798,133,26.18,-0.041027459306582706,121,16.91,151.9,100,6.84,-0.26412848826075896,-0.6011950896927301,2.57,1.852927402502712,True
MN,65,510,-8137,no,yes,29,-0.3980060390053839,104,26.88,2.3906261139762117,81,27.39,210.0,96,9.45,-0.4790727996564897,0.6178983400046149,2.4,-0.4279320210630416,False
CO,74,415,-5884,no,no,0,0.8341086126240586,93,38.28,0.27845987148969664,120,18.28,241.8,95,10.88,-0.407424695857913,-1.0075595662585117,2.46,0.3323544534588762,False
AR,68,510,-624,no,no,0,-0.12991551868064685,95,29.36,-1.220369581628652,90,11.82,174.3,99,7.84,0.5240006535235872,-1.4139240428242934,3.16,0.3323544534588762,False
TN,68,415,-1262,no,no,0,0.7900389380501296,99,37.88,-0.49659272729387016,85,14.94,202.0,111,9.09,0.2732322902285681,-0.6011950896927301,2.97,1.092640927980794,False
DE,54,415,-3574,yes,no,0,0.6302863677196352,77,36.4,0.779384451873987,94,20.44,188.9,75,8.5,-0.049184176865028274,-0.6011950896927301,2.73,-0.4279320210630416,False
TN,99,408,-6094,no,no,0,-2.2948382821249282,92,9.32,-0.5518127597771779,103,14.71,195.1,125,8.78,-0.9806095262465284,-0.6011950896927301,2.03,-0.4279320210630416,False
WI,107,408,-4904,no,no,0,-0.8405390211852581,104,22.78,-0.5222305995182631,94,14.83,311.1,79,14.0,-1.0522576300451054,-0.6011950896927301,1.97,1.092640927980794,False
WV,124,510,-3459,no,no,0,0.0922690906295809,74,31.42,-0.5103977354146974,84,14.88,158.2,95,7.12,0.09411203073212573,0.6178983400046149,2.84,-0.4279320210630416,False
CT,95,415,-1723,no,yes,36,1.8972895117201058,112,48.13,1.680654267762257,86,24.33,261.7,129,11.78,0.38070444592643377,-0.6011950896927301,3.05,1.092640927980794,False
MN,173,510,-7618,no,no,0,2.0570420820505997,143,49.61,0.2626827193516091,134,18.22,151.2,119,6.8,-0.12083228066360496,-1.0075595662585117,2.67,-1.1882184955849595,True
MO,110,408,-4202,no,no,0,0.7882027016095488,94,37.86,-1.87709353937656,98,8.99,214.8,78,9.67,1.1688335877107798,-0.19483061312694844,3.65,-0.4279320210630416,False
VA,102,510,-5390,no,no,0,-0.09686326275019962,79,29.67,0.7064151232353307,136,20.13,270.4,110,12.17,-0.6223690072536437,0.2115338634388332,2.3,-1.1882184955849595,False
NH,130,408,-3613,no,no,0,-2.0451101262059947,86,11.63,-0.15146752427319776,110,16.43,171.5,139,7.72,0.058287978832837394,-0.19483061312694844,2.81,-1.1882184955849595,False
OK,91,408,-7771,no,yes,31,1.7118296312214858,78,46.41,0.28634844755874067,98,18.32,104.7,114,4.71,-0.22830443636147063,-1.0075595662585117,2.59,-0.4279320210630416,False
CT,64,415,-9520,yes,no,0,0.8359448490646394,134,38.3,-1.8297620829622963,87,9.2,139.6,132,6.28,2.530147559883742,1.8369917697019598,4.67,-0.4279320210630416,True
TN,176,415,-1984,no,yes,23,1.8991257481606856,130,48.14,-0.7569157375723206,74,13.82,177.7,104,8.0,-1.0880816819443937,0.6178983400046149,1.94,-0.4279320210630416,False
MD,93,510,-2915,yes,no,0,-0.8882811686403481,78,22.34,0.36917849628370186,106,18.67,155.7,103,7.01,0.30905634212785643,-1.0075595662585117,3.0,-0.4279320210630416,True
WI,84,510,-8712,no,yes,12,-1.6539917643623714,87,15.25,-1.230230301714957,73,11.78,165.8,114,7.46,0.16576013453070243,-1.0075595662585117,2.89,-0.4279320210630416,False
SD,138,510,-6123,no,no,0,-0.9672393355853052,102,21.61,0.9213788211167776,106,21.05,207.7,75,9.35,-1.8762108237287403,-0.6011950896927301,1.35,1.092640927980794,False
ND,101,415,-4204,no,yes,28,-1.356521460988348,132,18.0,0.60583577835502,107,19.69,281.3,120,12.66,0.16576013453070243,0.2115338634388332,2.89,-0.4279320210630416,False
VA,136,408,-4667,no,no,0,-0.6881313966170854,79,24.19,-0.8476343623663257,113,13.43,177.5,75,7.99,-1.5179703047358555,2.649720722833523,1.62,0.3323544534588762,False
UT,111,510,-4635,no,no,0,0.21162445926730633,80,32.52,-1.2322024457322178,94,11.77,246.0,107,11.07,-1.3746740971387015,-0.6011950896927301,1.73,0.3323544534588762,False
MA,132,408,-8933,no,yes,36,0.4062655219688277,93,34.32,-0.8811608106597623,75,13.29,131.3,92,5.91,1.2404816915093566,0.2115338634388332,3.7,-1.1882184955849595,False
SD,128,415,-7108,no,no,0,1.2399168659923254,91,42.04,-0.36051479010286264,60,15.53,143.2,112,6.44,1.5987222105022414,-1.0075595662585117,3.97,1.092640927980794,False
AL,92,408,-6995,no,yes,38,1.1462688075227252,96,41.17,-0.8141079140728892,144,13.57,210.0,108,9.45,-0.4790727996564897,-1.4139240428242934,2.4,-0.4279320210630416,False
AL,197,415,-7528,yes,no,0,-0.9635668627041444,80,21.64,0.4204542407324879,115,18.9,173.9,95,7.83,1.2404816915093566,0.2115338634388332,3.7,2.61321387702463,True
WV,191,408,-8047,no,no,0,-0.32639281782274854,104,27.54,0.7931894599948136,120,20.5,210.4,83,9.47,0.23740823832927976,1.0242628165703964,2.94,-0.4279320210630416,False
SC,99,415,-1875,no,yes,33,-0.012396386483501715,93,30.45,0.7359972834942455,102,20.26,165.7,96,7.46,0.1299360826314141,-1.4139240428242934,2.86,0.3323544534588762,False
FL,106,415,-7100,no,yes,31,0.32363488214271013,125,33.56,-1.5299961923386265,110,10.49,115.6,101,5.2,0.7389449649193185,-0.19483061312694844,3.32,1.092640927980794,False
KY,88,415,-7670,no,no,0,-0.5797934466228427,82,25.19,2.1243866716459787,67,26.24,235.4,79,10.59,-1.3746740971387015,-0.19483061312694844,1.73,0.3323544534588762,False
UT,78,415,-9308,no,no,0,0.24467671519775308,85,32.83,-0.569562055932527,105,14.63,129.6,119,5.83,-0.013360124965739932,-1.4139240428242934,2.75,-1.1882184955849595,False
NY,98,408,-4514,no,no,0,-0.1482778830864508,99,29.19,-0.51631416746648,87,14.86,189.6,130,8.53,-0.873137370548663,0.6178983400046149,2.11,-0.4279320210630416,False
MS,17,408,-6318,no,yes,35,0.34383348298909433,123,33.75,1.372999801069544,74,23.0,209.9,130,9.45,-0.7656652148507977,2.243356246267741,2.19,-0.4279320210630416,False
NH,56,415,-5599,no,yes,24,-1.0663961033766463,87,20.69,-0.33487691787846957,76,15.64,266.6,98,12.0,0.8822411725164718,-0.6011950896927301,3.43,-0.4279320210630416,False
VA,84,415,-1162,no,no,0,-0.9103160059273132,105,22.13,1.5189384583468564,60,23.63,305.4,74,13.74,1.3479538472072223,0.6178983400046149,3.78,0.3323544534588762,False
VT,95,510,-5974,no,no,0,0.4338090685775336,96,34.58,-0.6385870965366613,61,14.33,173.0,105,7.79,1.2404816915093566,-0.6011950896927301,3.7,0.3323544534588762,False
WY,16,415,-2797,no,no,0,-0.09319078986903905,83,29.7,1.5741584908301642,122,23.87,171.7,80,7.73,0.09411203073212573,1.430627293136178,2.84,2.61321387702463,False
NV,76,510,-3792,yes,no,0,1.1242339702357607,120,40.97,0.6078079223722814,96,19.7,220.2,67,9.91,-0.12083228066360496,-1.4139240428242934,2.67,-0.4279320210630416,True
WV,93,415,-4959,no,no,0,-0.6991488152605682,95,24.09,0.3948163685080949,100,18.79,227.1,71,10.22,-0.013360124965739932,-0.6011950896927301,2.75,-1.1882184955849595,False
WA,83,408,-4134,no,no,0,-0.8258491296606147,96,22.92,-0.6661971127783153,78,14.21,161.5,123,7.27,-0.9089614224479514,0.2115338634388332,2.08,0.3323544534588762,False
KS,123,415,-1794,no,no,0,-0.30619421697636434,119,27.73,0.9549052694102147,51,21.2,168.2,77,7.57,-0.44324874775720136,2.243356246267741,2.43,-0.4279320210630416,False
VT,64,408,-1808,no,no,0,-0.6293718305185131,116,24.74,0.5407550257854079,110,19.41,273.4,91,12.3,-0.4790727996564897,1.430627293136178,2.4,-0.4279320210630416,False
OK,82,510,-4430,no,no,0,2.754811929471148,73,56.07,0.14435407831594999,120,17.71,267.1,102,12.02,0.1299360826314141,0.6178983400046149,2.86,-1.1882184955849595,True
GA,107,510,-2298,no,no,0,0.27038402536587863,97,33.07,-0.2895176054814667,131,15.84,178.3,106,8.02,0.8822411725164718,-1.4139240428242934,3.43,0.3323544534588762,False
CO,110,510,-8005,no,no,0,-0.8790999864374462,93,22.42,1.414414825432024,106,23.18,192.8,105,8.68,-1.1239057338436824,-0.19483061312694844,1.92,-0.4279320210630416,False
AK,96,408,-4172,no,yes,29,-0.5467411906923955,91,25.5,-0.8200243461246718,75,13.55,228.1,55,10.26,-0.6223690072536437,-0.6011950896927301,2.3,-0.4279320210630416,False
TN,47,415,-3212,no,yes,30,0.3089449906180668,93,33.42,0.7971337480293359,140,20.52,226.0,118,10.17,0.9538892763150492,-0.19483061312694844,3.48,0.3323544534588762,False
KY,115,510,-4722,no,no,0,-1.4703681203043322,107,16.95,-1.102040940592993,96,12.33,149.4,99,6.72,1.3837778991065106,-0.19483061312694844,3.81,0.3323544534588762,False
PA,69,415,-5754,no,no,0,-0.6642603228895406,88,24.41,-1.167121693162605,86,12.05,194.0,83,8.73,0.2015841864299914,0.2115338634388332,2.92,1.092640927980794,False
CT,163,408,-7724,no,yes,40,0.9571364541429451,56,39.42,0.21337911892008446,91,18.0,268.5,74,12.08,0.7389449649193185,-0.6011950896927301,3.32,0.3323544534588762,False
CT,90,415,-4104,no,no,0,-2.6069984770235943,80,6.43,-0.9008822508323721,105,13.2,175.0,111,7.88,1.419601951005799,0.2115338634388332,3.83,1.092640927980794,False
